PERIMETER,AREA,SNABND_,SNABND_ID,SNA_NAME,SNA_BND_,CANOPY_DEF,PM_YEAR,REFOREST,TOT_ACRES,Shape_Leng,Shape_Area,UTC_AC_201,UTC_PC_201,DELTA_PC,UTC_PC_200
17944.840479999998934,14125298.216900000348687,,26,CORRYVILLE,,14,2001,y,324.269999999999982,17944.840579799998523,14125297.983500000089407,36.310000000000002,11,-2,13
16054.156880000000456,8344322.242519999854267,,6,EVANSTON-EAST WALNUT HILLS,,6,2001,n,191.560000000000002,16054.156842899999901,8344322.353559999726713,64.840000000000003,34,-1,35
36474.987419999997655,41347924.005500003695488,,27,WALNUT HILLS,,6,2001,y,949.220000000000027,36474.987887499999488,41347924.554700002074242,281.910000000000025,30,-5,35
46570.710319999998319,41173767.277199998497963,,5,SAYLER PARK,,0,2005,n,945.220000000000027,46570.709699699997145,41173767.200599998235703,413.639999999999986,44,0,44
25081.068409999999858,18510421.00109999999404,,50,SOUTH FAIRMOUNT,,1,2002,n,424.939999999999998,25081.067472099999577,18510421.05799999833107,198.710000000000008,47,4,43
22084.055649999998423,15426131.440899999812245,,9,EAST WALNUT HILLS,,6,2001,n,354.139999999999986,22084.055862000001071,15426130.923800000920892,143.460000000000008,40,1,39
46107.927949999997509,84058639.974000006914139,,8,LINWOOD,,8,2004,y,1929.720000000000027,46107.928389699998661,84058640.429199993610382,393.730000000000018,20,-2,22
21251.616549999998824,16746471.434900000691414,,51,FAIRVIEW-CLIFTON HEIGHTS,,0,2002,n,384.449999999999989,21251.617913599999156,16746471.357599999755621,143.75,37,-5,42
57598.954949999999371,75429337.471799999475479,,10,WEST PRICE HILL,,4,2005,n,1731.619999999999891,57598.954072200001974,75429338.209000006318092,621.759999999999991,36,0,36
41509.343439999996917,80844189.569600000977516,,7,EAST PRICE HILL,,0,2005,n,1855.930000000000064,41509.34408209999674,80844189.276800006628036,899.139999999999986,48,-3,51
20442.653790000000299,26286773.64919999986887,,11,MT.LOOKOUT-COLUMBIA TUSCULUM,,0,2004,n,603.460000000000036,20442.653342800000246,26286773.725299999117851,330.610000000000014,55,2,53
25820.200410000001284,16937678.729899998754263,,28,OVER-THE-RHINE,,6,2005,y,388.839999999999975,25820.201138100001117,16937678.730900000780821,37.369999999999997,10,-1,11
32239.251639999998588,28101883.143800001591444,,29,WESTEND,,11,2005,y,645.129999999999995,32239.251752000000124,28101883.163499999791384,56.289999999999999,9,-1,10
31584.424070000000938,41318667.848099999129772,,12,QUEENSGATE,,12,2005,y,948.549999999999955,31584.424107200000435,41318667.654700003564358,80.459999999999994,8,-1,9
78461.740380000002915,58285373.108199998736382,,52,EAST END,,9,2004,y,1338.049999999999955,78461.740226299996721,58285372.823100000619888,367.25,27,-4,31
69699.623500000001513,45634377.47240000218153,,53,RIVERSIDE-SAYLER PARK,,9,2005,n,1047.619999999999891,69699.622734100004891,45634377.208999998867512,375.759999999999991,36,1,35
19076.321719999999914,21951597.329700000584126,,14,CBD-RIVERFRONT,,11,2004,y,503.939999999999998,19076.321750499999325,21951597.518399998545647,25.010000000000002,5,1,4
78647.999479999998584,92102840.036699995398521,,31,MT.WASHINGTON,,6,2004,n,2114.389999999999873,78647.997640100002172,92102839.757599994540215,1141.369999999999891,54,4,50
42823.183810000002268,38109429.073600001633167,,16,SEDAMSVILLE-RIVERSIDE,,0,2005,n,874.870000000000005,42823.18491350000113,38109429.207900002598763,456.480000000000018,52,2,50
40160.292520000002696,58473146.151600003242493,,54,CALIFORNIA,,0,2004,n,1342.3599999999999,40160.292461700002605,58473146.456500001251698,690.950000000000045,52,1,51
